"main.id","hpq_prog.id","prog_line","progtype","progname","prognmem","progimplementor","progimplementor_o"
"880869","0","5","16","take care i care","4","3",""
"880870","0","4","15","philam","1","6",""
"880871","0","8","15","intellicare","1","6",""
"880872","0","7","16","take care i care","1","3",""
"880882","0","2","15","maxicard","1","6",""
"880884","0","3","16","take care i care","2","3",""
"883140","0","7","16","Take Care I Care","6","3",""
"883149","0","6","16","Take Care I Care","1","3",""
"883150","0","5","16","Take Care I Care","4","3",""
"883151","0","2","16","Take Care I Care","1","3",""
"883153","0","3","16","Take Care I Care","2","3",""
"885308","0","7","16","Take Care I Care","1","3",""
"885640","0","9","16","take care i care","1","3",""
"885648","0","6","16","take care i care","1","3",""
"885659","0","3","16","take care i care","1","3",""
"885661","0","6","16","take care i care","2","3",""
"886784","0","6","15","take care i care","4","1",""
"888052","0","6","22","i care","1","1",""
"888748","0","7","16","Take care I care","1","3",""
"888753","0","5","16","Take care I care","2","3",""
"888760","0","3","16","Take care I Care","1","3",""
"890674","0","2","16","take care i care","1","3",""
"890676","0","8","16","take care i care","5","3",""
"890682","0","7","15","maxicare","2","6",""
"890979","0","7","16","take care i care","4","3",""
"890981","0","3","15","asianlife","1","6",""
"890982","0","2","15","maxicare","1","6",""
"890983","0","2","15","maxicare","1","6",""
"890986","0","4","16","take care i care","1","3",""
"892901","0","5","15","intellicare","4","6",""
"892922","0","6","16","intellicare","3","6",""
"892946","0","7","16","optimum","2","6",""
"892954","0","5","16","maxicare","3","1",""
"892971","0","7","16","intellicare","2","6",""
"892977","0","4","16","optimum","1","6",""
"892978","0","3","16","maxicare","2","6",""
"892988","0","3","16","maxicare","2","6",""
"894685","0","6","16","Take Care I Care","5","3",""
"894687","0","2","16","Take care I Care","1","3",""
"894693","0","3","16","Take Care I Care","2","3",""
"896606","0","5","16","take care i care","2","3",""
"896611","0","5","15","maxicare","1","6",""
"896612","0","13","15","maxicare","1","6",""
"896615","0","3","15","intellicare","1","6",""
"896617","0","16","15","intellicare","1","6",""
"896620","0","10","15","maxicare","1","6",""
"896623","0","5","16","take care i care","2","3",""
"896624","0","4","16","take care i care","1","3",""
"896628","0","3","15","cocolife","1","6",""
"896628","1","4","15","maxicare","1","6",""
"896629","0","4","16","take care i care","1","3",""
"896631","0","4","15","intellicare","3","6",""
"896641","0","5","16","take care i care","3","3",""
"897631","0","39","21","Pag-ibig Fund","1","1",""
"897633","0","9","21","Pag-ibig Fund","1","1",""
"897635","0","4","21","Pag-ibig Fund","1","1",""
"897636","0","8","21","Pag-ibig Fund","1","1",""
"897645","0","7","21","Pag-ibig Fund","3","1",""
"897646","0","4","21","Pag-ibig Fund","1","1",""
"897650","0","5","21","Pag-ibig Fund","1","1",""
"897652","0","2","21","Pag-ibig Fund","1","1",""
"897653","0","2","21","Pag-ibig Fund","1","1",""
"897654","0","9","21","Pag-ibig Fund","5","1",""
"897657","0","3","21","Pag-ibig Fund","1","1",""
"897659","0","4","21","Pag-ibig Fund","1","1",""
"897662","0","3","21","Pag-ibig Fund","1","1",""
"897665","0","8","21","Pag-ibig Fund","3","1",""
"897667","0","4","21","Pagibig Fund","1","1",""
"897668","0","3","21","Pagibig Fund","1","1",""
"897671","0","2","21","Pagibig Fund","1","1",""
"897677","0","5","21","Pagibig Fund","1","1",""
"897678","0","4","21","Pagibig Fund","2","1",""
"897680","0","2","21","Pagibig Fund","1","1",""
"897681","0","3","21","Pagibig Fund","2","1",""
"897683","0","3","21","Pagibig Fund","1","1",""
"897684","0","3","21","Pag ibig Fund","1","1",""
"897686","0","2","21","Pag ibig Fund","1","1",""
"897687","0","2","21","Pag ibig Fund","1","1",""
"897688","0","2","21","Pagibig Fund","1","1",""
"897689","0","3","21","Pagibig Fund","1","1",""
"897690","0","3","21","Pagibig Fund","1","1",""
"897691","0","2","21","Pagibig Fund","1","1",""
"897697","0","2","21","Pagibig Fund","1","1",""
"897698","0","2","21","Pagibig Fund","1","1",""
"897701","0","8","21","Pagibig Fund","3","1",""
"897703","0","7","21","Pag-ibig Fund","1","1",""
"899064","0","6","16","take care i care","1","3",""
"899070","0","9","16","take care i care","1","3",""
"899159","0","3","16","Take care I care","1","3",""
"899177","0","6","16","Take care I care","1","3",""
"899190","0","4","15","hppi health ","1","1",""
"899204","0","5","16","hospitalization","4","6",""
"899214","0","5","16","take care i care","1","3",""
"899227","0","4","16","philhealth ng masa","3","1",""
"899228","0","37","16","philhealth ng masa","5","1",""
"901153","0","3","21","Pag-ibig Fund","1","1",""
"901164","0","7","21","Pag-ibig Fund","1","1",""
"901169","0","2","21","Pag-ibig Fund","1","1",""
"901172","0","7","21","Pag-ibig Fund","3","1",""
"901173","0","3","21","Pag-ibig Fund","1","1",""
"901174","0","3","21","Pag-ibig Fund","1","1",""
"901176","0","3","21","Pag-ibig Fund","2","1",""
"901177","0","2","21","Pag-ibig Fund","1","1",""
"901178","0","2","21","Pag-ibig Fund","1","1",""
"901182","0","6","21","Pag-ibig Fund","1","1",""
"901185","0","7","21","Pag-ibig Fund","1","1",""
"901188","0","3","21","Pag-ibig Fund","2","1",""
"901190","0","5","21","Pag-ibig Fund","1","1",""
"901192","0","6","21","Pag-ibig Fund","1","1",""
"901197","0","4","21","Pag-ibig Fund","1","1",""
"901203","0","4","21","Pag-ibig Fund","1","1",""
"901204","0","9","21","Pag-ibig Fund","1","1",""
"901206","0","4","21","Pag-ibig Fund","1","1",""
"901207","0","3","21","Pag Ibig fund","1","1",""
"901208","0","5","21","Pag-ibig Fund","2","1",""
"901209","0","5","21","Pag-ibig Fund","2","1",""
"901210","0","6","21","Pag-ibig Fund","1","1",""
"901211","0","7","21","Pag-ibig Fund","2","1",""
"901214","0","6","21","Pag-ibig Fund","1","1",""
"901215","0","6","21","Pag-ibig Fund","1","1",""
"901220","0","16","21","Pag-ibig Fund","1","1",""
"901222","0","5","21","Pag-ibig Fund","1","1",""
"901224","0","2","21","Pag-ibig Fund","1","1",""
"901228","0","4","21","Pag-ibig Fund","1","1",""
"901232","0","4","21","Pag-ibig Fund","1","1",""
"901234","0","4","21","Pag-ibig Fund","1","1",""
"901239","0","3","21","Pag-ibig Fund","1","1",""
"901240","0","2","21","Pag-ibig Fund","1","1",""
"901241","0","3","21","Pag-ibig Fund","1","1",""
"901243","0","2","21","Pag-ibig Fund","1","1",""
"901247","0","2","21","Pag-ibig Fund","1","1",""
"901562","0","6","16","Take care I Care","1","3",""
"902798","0","32","16","take care i care","4","3",""
"902799","0","10","16","take care i care","1","3",""
"903105","0","5","15","maxicare","1","6",""
"904228","0","1404268386735","15","philcare","1","6",""
"904229","0","1404268386736","15","maxicare","1","6",""
"904232","0","1404268386738","15","medicard","2","6",""
"904233","0","1404268386739","15","maxicare","1","6",""
"904233","1","1404268386740","15","intellicare","1","6",""
"903900","0","3","15","maxicare","1","6",""
"903109","0","1404268386731","15","medicard","1","6",""
"903528","0","2","15","cocolife","1","6",""
"903530","0","9","17","intellicare","1","6",""
"903532","0","7","15","medicard","1","6",""
"896873","0","5","15","maxicare","1","6",""
"896875","0","6","15","maxicare","2","6",""
"903903","0","1404268386735","15","intellicare","1","6",""
"904295","0","36","16","take care i care","1","3",""
"904303","0","6","15","intellicare","1","6",""
"904303","1","7","16","take care i care","1","3",""
"904389","0","6","16","Take Care I Care","4","3",""
"906608","0","15","15","cocolife","1","6",""
"906610","0","1404236346250","15","value care","1","6",""
"906610","1","1404236346251","16","take care i care","1","3",""
"906613","0","6","15","maxicare","1","6",""
"906615","0","11","16","take care i care","1","3",""
"906616","0","6","15","intellicare","1","6",""
"906616","1","7","16","take care i care","1","3",""
"906617","0","11","15","medicare","3","6",""
"906640","0","6","15","maxicare","2","6",""
"906640","1","7","16","take care i care","1","3",""
"906642","0","22","16","take care i care","1","3",""
"906645","0","10","15","supercare","1","6",""
"909217","0","9","16","take care i care","5","3",""
"912531","0","16","16","take care i care","1","3",""
"913848","0","4","15","intellicare","2","6",""
"913849","0","3","15","intellicare","1","6",""
"914150","0","16","16","take care i care","1","3",""
"914151","0","9","15","medicard","1","6",""
"914152","0","7","16","take care i care","2","3",""
"914173","0","6","15","cocolife","1","6",""
"914176","0","10","16","makati yellow card","1","3",""
"914177","0","6","15","maxicare","2","6",""
"914179","0","12","15","madicare","1","6",""
"914182","0","12","15","hmo (dont know the name)","1","6",""
"914194","0","16","15","etelecare","1","6",""
"914203","0","17","16","take care i care","1","3",""
"914204","0","6","16","take care i care","1","3",""
"914205","0","3","15","value card","2","6",""
"914207","0","16","16","take care i care","1","3",""
"916680","0","6","16","TAKE CARE I CARE","1","3",""
"916698","0","59","16","take care i care","3","3",""
"917819","0","11","16","TAKE CARE I CARE","4","3",""
"918357","0","19","16","Take care I care","1","3",""
"918358","0","4","16","Take care I care","1","3",""
"918360","0","5","16","Take care I care","4","3",""
"918362","0","5","16","Take care I care","1","3",""
"918402","0","2","16","Take care I care","1","3",""
"919291","0","6","16","TAKE CARE I CARE","1","3",""
"919293","0","5","21","PAG IBIG","4","1",""
"919297","0","5","16","TAKE CARE I CARE","2","3",""
"920800","0","5","15","maxicare","3","6",""
"920859","0","7","15","maxicare","4","6",""
"920872","0","3","15","intellicare","1","6",""
"920878","0","5","15","intellicare","3","6",""
"922611","0","18","16","take care i care","2","3",""
"923745","0","5","16","take care icare","3","3",""
"923748","0","3","16","take care i care","1","3",""
"924592","0","15","15","maxicare","1","6",""
"924613","0","13","16","take care, i care","1","3",""
"924617","0","4","16","take care, i care","1","3",""
"924627","0","7","15","AXA","1","6",""
"924630","0","7","15","philcare","1","6",""
"924634","0","5","16","take care, i care","1","3",""
"924638","0","4","15","philcare","1","6",""
"924647","0","25","16","take care, i care","1","3",""
"924648","0","25","16","take care, i care","1","3",""
"924652","0","7","15","maxicare","1","6",""
"924665","0","13","16","take care, i care","1","3",""
"924670","0","3","15","intellicare","1","6",""
"924672","0","5","16","take care, i care","1","3",""
"924674","0","8","15","take care, i care","1","3",""
"924676","0","8","15","philcare","1","6",""
"924701","0","16","16","take care, i care","1","3",""
"924702","0","3","16","take care, i care","1","3",""
"924704","0","2","16","take care, i care","1","3",""
"924709","0","13","16","take care, i care","1","3",""
"924710","0","6","16","take care, i care","1","3",""
"924712","0","3","16","take care, i care","1","3",""
"924773","0","15","16","take care, i care","1","3",""
"924785","0","9","16","take care, i care","1","3",""
"924794","0","13","16","take care, i care","1","3",""
"924821","0","13","16","take care, i care","1","3",""
"924826","0","3","16","take care, i care","1","3",""
"924832","0","13","16","take care, i care","1","3",""
"924838","0","16","15","intellicare","1","6",""
"924853","0","41","15","maxicare","1","6",""
"925657","0","10","15","maxicare","1","6",""
"926416","0","6","16","takecareicare","5","3",""
"926636","0","5","16","Take care I Care","1","3",""
"926644","0","6","16","Take Care I Care","1","3",""
"926828","0","5","16","Take Care I Care","4","3",""
"926861","0","1425140600395","16","Take Care I Care","1","3",""
"926870","0","1425140600398","16","Take Care I Care","2","3",""
"926877","0","1425140600399","16","Take Care I Care","1","3",""
"927628","0","4","21","PAG IBIG","2","1",""
"927628","1","9","16","TAKE CARE I CARE","1","3",""
"927633","0","2","16","TAKE CARE I CARE","1","3",""
"927865","0","3","21","PAG IBIG","2","1",""
"927865","1","4","16","TAKE CARE I CARE","2","3",""
"927866","0","4","21","PAG IBIG","3","1",""
"927867","0","4","21","PAG IBIG","3","1",""
"927868","0","5","21","PAG IBIG","1","1",""
"927869","0","4","21","PAG IBIG","3","1",""
"927870","0","6","21","PAG IBIG","1","1",""
"927871","0","3","21","PAG IBIG","1","1",""
"927872","0","7","21","Pag Ibig","6","1",""
"927872","1","15","16","TAKE CARE I CARE","5","3",""
"927875","0","6","21","PAG IBIG","1","1",""
"927877","0","10","21","PAG IBIG","3","1",""
"927880","0","6","21","PAG IBIG","5","1",""
"927882","0","7","21","PAG IBIG ","5","1",""
"927883","0","5","21","PAG IBIG ","4","1",""
"927885","0","6","21","PAG IBIG","5","1",""
"927886","0","5","21","PAG IBIG ","4","1",""
"927887","0","4","21","PAG IBIG","1","1",""
"927888","0","9","21","PAG IBIG","6","1",""
"927888","1","10","16","TAKE CARE I CARE","1","3",""
"927889","0","4","21","PAG IBIG","1","1",""
"927891","0","5","21","Pag Ibig","4","1",""
"928210","0","4","15","maxicare","2","6",""
"928211","0","5","16","take care i care","4","3",""
"928216","0","7","15","fortune care","1","6",""
"928216","1","8","15","maxicare","1","6",""
"928218","0","4","16","take care i care","3","3",""
"928867","0","6","16","Take care I care","1","3",""
"928875","0","9","16","Take care I care","1","3",""
"928888","0","9","16","Take care I Care","1","3",""
"930304","0","9","16","take care, i care","1","3",""
"930305","0","4","16","take care, i care","1","3",""
"930307","0","3","15","intellicare","1","6",""
"930313","0","14","16","maxicare","1","6",""
"930315","0","5","15","maxicare","2","6",""
"930317","0","3","16","take care, i care","1","3",""
"930323","0","3","16","take care, i care","1","3",""
"930324","0","4","16","take care, i care","1","3",""
"930325","0","3","16","take care, i care","1","3",""
"930332","0","41","15","intellicare","2","6",""
"930332","1","42","15","maxicare","1","6",""
"930424","0","6","21","PAG IBIG","1","1",""
"930432","0","4","16","TAKE CARE I CARE","1","3",""
"930443","0","5","21","Pag Ibig","2","1",""
"930443","1","6","16","TAKE CARE I CARE","1","3",""
"930447","0","5","21","PAG IBIG","4","1",""
"930655","0","7","21","PAG IBIG","6","1",""
"930660","0","4","21","Pag Ibig","3","1",""
"930663","0","7","21","PAG IBIG ","6","1",""
"931308","0","9","15","maxicare","3","6",""
"931323","0","5","15","maxicare","1","6",""
"931407","0","9","16","take care i care","1","3",""
"936104","0","17","16","take care i care","1","3",""
"944679","0","6","21","PAG IBIG","5","1",""
"944694","0","3","21","PAG IBIG","2","1",""
"944701","0","4","16","TAKE CARE I CARE","1","3",""
"944702","0","2","16","TAKE CARE I CARE","1","3",""
"944705","0","6","21","PAG IBIG","3","1",""
"945215","0","7","18","Bukas Kamay","3","6",""
"945231","0","6","16","Take Care I Care","5","1",""
"946075","0","5","15","medicare","1","6",""
"946075","1","6","15","intellicare","1","6",""
"946106","0","13","16","take care i care","6","3",""
"946133","0","3","16","take care i care","2","3",""
"946137","0","9","16","take care i care","8","3",""
"946139","0","5","16","take care i care","4","3",""
"946146","0","5","16","take care i care","4","3",""
"946170","0","7","15","fortune care","1","6",""
"946170","1","8","15","maxicare","1","6",""
"946185","0","4","16","take care i care","3","3",""
"946199","0","4","16","take care i care","3","3",""
"949698","0","2","16","take care icare","1","3",""
"962878","0","7","16","Take care I Care","2","3",""
"963784","0","5","16","take care i care","2","3",""
"963817","0","5","16","take care i care","2","3",""
"964011","0","6","16","take care, i care","1","3",""
"964012","0","5","15","maxicare","1","6",""
"964016","0","4","16","take care, i care","1","3",""
"964017","0","4","15","maxicare","2","6",""
"964018","0","7","16","take care, i care","1","3",""
"964019","0","7","15","philcare","1","6",""
"964024","0","3","16","take care, i care","1","3",""
"964037","0","11","15","maxicare","1","6",""
"964045","0","11","16","maxicare","1","3",""
"964054","0","11","16","take care, i care","1","3",""
"964058","0","9","15","maxicare","1","6",""
"964059","0","5","15","AXA","2","6",""
"964065","0","2","16","take care, i care","1","3",""
"964066","0","5","16","take care, i care","2","3",""
"964070","0","4","16","take care, i care","1","3",""
"964075","0","5","16","take care, i care","1","3",""
"964079","0","21","16","take care,i care","1","3",""
"965166","0","1425140600407","16","Take Care I Care","1","3",""
"965168","0","1425140600412","16","Take Care I Care","4","3",""
"965170","0","1425140600409","16","Take Care I Care","4","3",""
"965193","0","1425140600415","16","Take Care I Care","2","3",""
"966322","0","6","16","TCIC","3","3",""
"966325","0","17","16","take care i care","7","3",""
"966337","0","21","16","take care i care","5","3",""
"966402","0","5","16","TCIC","4","3",""
"966404","0","2","16","TCIC","1","3",""
"966406","0","6","16","TCIC","5","3",""
"966581","0","3","16","take care i care.","1","3",""
"966684","0","5","16","take carw i care","1","3",""
"966687","0","21","16","take care i care","1","3",""
"966690","0","3","16","take care i care","1","3",""
"966695","0","7","16","take care i care","1","3",""
"966704","0","2","16","take care i care","1","3",""
"969400","0","5","15","pagibig","1","4",""
"969400","1","6","15","pagibig","1","8","philheat"
"971213","0","5","16","take care i care","1","3",""
"971216","0","3","16","taoe care i care","1","3",""
"972374","0","2","16","Take care I care","1","3",""
"972387","0","3","16","Take care I care","2","3",""
"972405","0","2","16","Take care I care","1","3",""
"973426","0","1425140600415","15","Sunlife Insurance","1","6",""
"973433","0","1425140600417","15","Insular Life","1","6",""
"973435","0","1425140600414","16","Take Care I Care","1","3",""
"973438","0","1425140600417","16","Take Care I Care","3","3",""
"973801","0","1425140600415","16","Take Care I Care","6","3",""
"977660","0","9","15","maxicare","1","6",""
"980789","0","8","15","HMI","3","6",""
"980827","0","4","16","take care, i care","1","3",""
"982107","0","5","16","take care i care","2","3",""
"982266","0","2","16","take care i care","1","3",""
"982267","0","9","16","take care i care","1","3",""
"982338","0","13","16","take care i care","1","3",""
"982339","0","5","16","take care i care","1","3",""
"982654","0","2","16","take care, i care","1","3",""
"983404","0","8","16","Take care I care","1","3",""
"983429","0","4","16","Take care I care","1","3",""
"984493","0","2","16","take care, i care","1","3",""
"984535","0","13","15","maxicare","1","6",""
"984538","0","3","16","take care, i care","1","3",""
"984540","0","7","16","take care, i care","1","3",""
"984542","0","11","15","philcare","1","6",""
"984544","0","51","16","take care, i care","1","3",""
"984915","0","9","16","take care i care","4","3",""
"984927","0","8","16","take care i care","6","3",""
"990121","0","3","16","take care i care","2","3",""
"990131","0","7","16","take care i care","2","3",""
"990544","0","7","16","take care i care","1","3",""
"990546","0","11","15","medicard","1","6",""
"990558","0","12","16","take care i care","1","3",""
"996398","0","13","16","take care i care","2","3",""
"996419","0","20","16","take care i care","6","3",""
"996427","0","13","16","take care i care","4","3",""
"996464","0","9","16","take care i care","3","3",""
"999212","0","9","16","take care i care","1","3",""
"999215","0","13","16","take care i care","1","3",""
"999219","0","13","15","intelicare","1","6",""
"1007731","0","6","19","Mary Joy","1","3",""
"1008027","0","8","16","take care i care","3","3",""
"1008100","0","13","16","take care i care","1","3",""
"1008108","0","6","16","take care i care","1","3",""
"1008130","0","9","16","take care i care","1","3",""
"1011058","0","7","16","take care i care","2","3",""
"1011074","0","7","16","take care i care","2","3",""
"1015222","0","4","16","take care i care","3","3",""
"1015875","0","16","16","take care, i care","1","3",""
"1015902","0","6","16","take care, i care","1","3",""
"1015934","0","5","15","philcare","1","6",""
"1016019","0","5","16","take care, i care","1","3",""
"1016044","0","6","16","take care, i care","1","3",""
"1016090","0","3","16","take care, i care","1","3",""
"1016095","0","6","16","take care, i care","1","3",""
"1019840","0","3","16","take care i care","2","3",""
"1020949","0","3","16","take care, i care","1","3",""
"1020977","0","3","16","take care, i care","1","3",""
"1025522","0","5","15","intellicare","3","6",""
"1030818","0","4","16","take care, i care","1","3",""
"1030872","0","9","16","take care, i care","1","3",""
"1030874","0","5","16","take care, i care","1","3",""
"1030905","0","5","16","take care, i care","1","3",""
"1030912","0","8","16","take care, i care","1","3",""
"1032667","0","9","16","take carei care","1","3",""
"1032673","0","7","16","take care i care","1","3",""
"1032678","0","9","16","take care i care","1","3",""
"1032683","0","7","16","take care i care","1","3",""
"1032689","0","11","16","take care i care","1","3",""
"1042836","0","6","21","Pag Ibig","1","1",""
"1042836","1","7","16","MAXI CARE","1","6",""
"1042844","0","4","16","TAKE CARE I CARE","1","3",""
"1042845","0","4","21","PAG IBIG","3","1",""
"1042848","0","5","21","Pag Ibig","1","1",""
"1042854","0","6","16","TAKE CARE I CARE","1","3",""
"1042861","0","7","21","PAG IBIG","1","1",""
"1042862","0","6","21","PAG IBIG","5","1",""
"1042863","0","6","21","PAG IBIG","1","1",""
"1042867","0","5","21","Pag Ibig","4","1",""
"1043040","0","4","16","TAKE CARE I CARE","1","3",""
"1043146","0","6","16","TAKE CARE I CARE","5","3",""
"1043160","0","10","21","PAG IBIG","3","1",""
"1043166","0","4","21","PAG IBIG","1","1",""
"1044678","0","8","16","take care i care","1","3",""
"1044679","0","16","16","take care i care","1","3",""
"1044680","0","9","16","take care i care","1","3",""
"1051115","0","5","16","hmo-intellicare","1","6",""
"1051764","0","2","16","icare","1","3",""
"1051776","0","2","16","intellicare","1","6",""
"1051776","1","22","16","maxicare","1","3",""
"1053265","0","10","15","maxicare","1","6",""
"1053270","0","9","16","take care, i care","1","3",""
"1053412","0","5","16","take care, i care","1","3",""
"1053413","0","9","16","take care, i care","1","3",""
"1053431","0","3","16","take care, i care","1","3",""
"1057122","0","24","16","take care i care","1","3",""
"1057124","0","2","16","take care icare","1","3",""
"1057491","0","2","16","take care i care","1","1",""
"1057555","0","4","16","HMI","1","6",""
"1057568","0","2","16","maxicare","1","6",""
"1057588","0","2","16","itellicare","4","6",""
"1060628","0","4","16","take care i care","1","3",""
"1060631","0","5","16","take care i care","1","3",""
"1060633","0","4","16","take care i care","1","3",""
"1060642","0","6","16","take care i care","1","3",""
"1060645","0","13","16","take care i care","2","3",""
"1060647","0","9","16","take care i care","1","3",""
"1060670","0","6","16","take care i care","1","3",""
"1060672","0","6","16","Take Care I Care","1","3",""
"1060678","0","2","16","Take Care I Care ","1","3",""
"1060694","0","4","16","Take Care I Care","1","3",""
"1060698","0","5","16","Take Care I Care","1","3",""
"1060716","0","4","16","Take Care I Care ","1","3",""
"1060730","0","2","16","Take Care I Care ","1","3",""
"1060731","0","3","16","Take Care I Care","1","3",""
"1060742","0","4","16","Take Care I Care ","1","3",""
"1060766","0","5","16","Take Care I Care ","1","3",""
"1060767","0","4","16","Take Care I Care","1","3",""
"1060788","0","6","16","Take Care I Care","1","3",""
"1060816","0","4","16","Take Care I Care ","1","3",""
"1068058","0","4","16","take care i care","2","3",""
"1068809","0","14","16","take care i care","5","3",""
"1068818","0","8","16","take care i care","2","3",""
"1068822","0","8","16","take care i care","2","3",""
"1068829","0","18","16","take care i care","4","3",""
"1072486","0","2","16","Philhealth ng Masa","1","3",""
"1072505","0","6","16","Philhealth ng Masa","5","3",""
"1075220","0","8","16","take care i care","2","3",""
"1075253","0","4","16","take care i care","2","3",""
"1077853","0","6","16","Philhealth ng Masa","5","3",""
"1079621","0","6","16","Philhealth ng masa","5","1",""
"1079791","0","4","16","MAXI CARE","2","6",""
"1079823","0","6","16","MAXI CARE","1","6",""
"1079824","0","37","16","MAXI CARE","5","6",""
"1079827","0","4","21","Pag Ibig","1","1",""
"1079835","0","5","21","PAG IBIG","1","1",""
"1085026","0","6","16","Take care I care","1","3",""
"1085414","0","25","16","Take Care I Care","1","3",""
"1088467","0","6","16","take care i care","2","3",""
"893695","0","4","15","ims insurance co.","1","6",""
"893752","0","4","15","maxicare","1","6",""
"901713","0","7","15","fortune insurance","1","6",""
"1092840","0","6","16","Take care I care","1","3",""
"1092868","0","5","16","Take care I care","1","3",""
"1092870","0","3","16","Take care I care","1","3",""
"1092882","0","6","16","Take care I care","1","3",""
"1094122","0","8","15","intellicare","4","6",""
"1094561","0","9","16","maxicare","1","6",""
"1095608","0","5","16","take care i care","1","3",""
"1095609","0","5","16","take care i care","1","3",""
"1095611","0","6","16","takecareicare","1","3",""
"1095612","0","7","16","takecareicare","3","3",""
"1095613","0","11","16","takecareicare","1","3",""
"1095614","0","4","16","takecareicare","1","3",""
"1095616","0","5","16","takecareicare","3","3",""
"1095618","0","6","16","takecareicare","2","3",""
"1095626","0","8","16","takecareicare","1","3",""
"1095630","0","5","16","takecareicare","1","3",""
"1095634","0","5","16","takecareicare","1","3",""
"1095648","0","5","16","takecareicare","1","3",""
"1095683","0","5","16","takecareicare","2","3",""
"1095689","0","6","16","takecareicare","1","3",""
"1095983","0","6","16","Take care I care","2","3",""
"1097864","0","5","16","Take care I care","1","3",""
"1097875","0","4","16","Take care I care","3","3",""
"1043156","0","5","16","Maxi Care","1","1",""
"1079793","0","5","21","PAG IBIG","4","1",""
"1112983","0","19","16","maxicare","1","6",""
"1126457","0","4","15","maxicare","3","6",""
"1126461","0","3","16","take care i care","2","3",""
"1136723","0","2","16","take care i care","1","3",""
"1136731","0","7","16","take care i care","2","3",""
"1141283","0","3","16","Take care I care","2","3",""
"1141291","0","6","16","Take care I care","5","3",""
"1142290","0","6","16","take care i care","4","3",""
"1142292","0","4","16","take care i care","2","3",""
"1142293","0","6","16","take care i care","5","3",""
"1142294","0","11","16","take care i care","3","3",""
"1145405","0","3","15","medicare","1","6",""
"1155781","0","4","16","take care i care","1","3",""
"1162148","0","19","16","Take care I care","1","3",""
"1170091","0","4","16","Take care I care","1","1",""
"1170099","0","3","16","Take care I care","1","1",""
"1178047","0","4","16","Take care I care","3","1",""
"1178062","0","2","16","Take care I care","1","1",""
"1178065","0","2","16","Take care I care","1","1",""
"1178085","0","10","16","Take care I care","3","1",""
"1199248","0","6","15","intellicare","5","6",""
"1199255","0","5","16","take care i care","4","3",""
"1199291","0","4","15","intellicare","3","6",""
"1199295","0","4","15","maxicare","1","6",""
"1210282","0","1422268922793","15","maxicare","2","6",""
"1224139","0","2","16","take care i care","1","3",""
"1225376","0","7","16","Take care i care","2","3",""
"1225870","0","5","21","PAG IBIG","4","1",""
"1225871","0","4","21","PAG IBIG","2","1",""
"1225877","0","4","21","PAG IBIG","3","1",""
"1225890","0","5","21","PAG IBIG","4","1",""
"1226120","0","9","21","PAG IBIG","8","1",""
"1226122","0","4","21","PAG IBIG","3","1",""
"1226123","0","4","21","PAG IBIG","3","1",""
"1226125","0","6","21","Pag Ibig","4","1",""
"1226126","0","4","21","PAG IBIG","3","1",""
"1226127","0","4","21","PAG IBIG","1","1",""
"1226128","0","6","21","PAG IBIG","3","1",""
"1226130","0","5","21","PAG IBIG","4","1",""
"1226132","0","5","21","PAG IBIG","4","1",""
"1226133","0","5","21","PAG IBIG","2","1",""
"1226137","0","7","21","PAG IBIG","1","1",""
"1226139","0","7","21","Pag Ibig","5","1",""
"1228341","0","10","21","PAG IBIG","3","1",""
"1228357","0","6","21","PAG IBIG","1","1",""
"1228357","1","7","16","TAKE CARE I CARE","1","3",""
"1233682","0","4","21","PAG IBIG","1","1",""
"1235242","0","73","21","Pag ibig Fund","1","1",""
"1235247","0","58","21","Pag ibig Fund","1","1",""
"1235249","0","17","21","Pag ibig Fund","1","1",""
"1235252","0","17","21","Pag ibig Fund","2","1",""
"1235252","1","18","21","Umalpas Housing Corporation","1","6",""
"1235256","0","14","21","Pag ibig Fund","1","1",""
"1235258","0","17","18","Bukas kamay","1","6",""
"1235262","0","11","21","Pag ibig Fund","1","1",""
"1235263","0","37","21","Pag ibig Fund","1","1",""
"1238123","0","41","21","Pag ibig Fund","1","1",""
"1238125","0","13","18","Bukas Kamay","2","6",""
"1238126","0","40","21","Pag ibig Fund","1","1",""
"1238127","0","6","21","Pag ibig Fund","1","1",""
"1238131","0","8","21","Pag ibig Fund","1","1",""
"1238132","0","21","21","Pag ibig Fund","3","1",""
"1238133","0","7","21","Pag ibig Fund","1","1",""
"1238134","0","17","21","Pag ibig Fund","1","1",""
"1238135","0","7","16","Take care, I care","4","3",""
"1245264","0","8","16","Take Care I Care","7","3",""
"1245277","0","5","16","Telecare","1","6",""
"1255938","0","5","16","Insular Life","1","6",""
"1262951","0","8","16","take care i care","1","3",""
"1263281","0","4","15","intellicare","3","6",""
"1269172","0","2","16","Take Care I Care","1","3",""
"1269176","0","3","16","Sunlife Insurance","2","6",""
"1270457","0","10","16","philhealth ng masa","1","1",""
"1270611","0","4","21","Pag ibig Fund","1","1",""
"1270614","0","11","21","Pag ibig Fund","1","1",""
"1270615","0","10","18","DPSK","1","1",""
"1270616","0","14","21","Pag ibig Fund","2","1",""
"1270617","0","20","21","Pag-ibig Fund","1","1",""
"1270621","0","36","21","Pagibig Fund","1","1",""
"1270622","0","46","21","Pag ibig Fund","1","1",""
