"main.id","hpq_phiheal_empl_mem.id","phiheal_empl_mem_refno"
"967094","1","2"
"967094","2","3"
"967098","0","1"
"967098","1","2"
"967100","0","1"
"967101","0","1"
"967102","0","1"
"967102","1","2"
"967102","2","3"
"967102","3","4"
"967105","0","1"
"967105","1","2"
"967105","2","3"
"967105","3","4"
"967106","0","3"
"967106","1","5"
"967106","2","6"
"967108","0","1"
"967110","0","1"
"967110","1","2"
"967110","2","3"
"967113","0","1"
"967113","1","2"
"967113","2","3"
"967113","3","4"
"967116","0","1"
"967116","1","2"
"967121","0","1"
"967121","1","2"
"971211","0","1"
"971349","0","1"
"971354","0","1"
"971360","0","1"
"971360","1","3"
"971430","0","4"
"971434","0","1"
"971437","0","4"
"971438","0","1"
"971438","1","15"
"971452","0","1"
"971453","0","1"
"971466","0","3"
"971468","0","1"
"971469","0","4"
"971476","0","1"
"971478","0","1"
"971482","0","1"
"971484","0","4"
"971487","0","1"
"971487","1","4"
"971489","0","1"
"971494","0","1"
"971494","1","4"
"971495","0","1"
"971495","1","4"
"971497","0","1"
"971587","0","1"
"971594","0","5"
"971603","0","1"
"971613","0","5"
"971613","1","6"
"971633","0","4"
"971674","0","6"
"971722","0","1"
"971722","1","5"
"971755","0","4"
"971759","0","1"
"971759","1","3"
"971761","0","9"
"971763","0","1"
"971763","1","5"
"971768","0","1"
"971769","0","1"
"971773","0","1"
"971782","0","32"
"971786","0","1"
"971787","0","1"
"971787","1","3"
"971789","0","1"
"971790","0","1"
"971791","0","5"
"971791","1","6"
"971791","2","7"
"971793","0","1"
"971800","0","1"
"971803","0","1"
"971804","0","1"
"971806","0","1"
"971929","0","1"
"971939","0","1"
"971939","1","2"
"971942","0","3"
"971946","0","2"
"971951","0","1"
"971955","0","6"
"971961","0","1"
"971976","0","1"
"971985","0","1"
"971991","0","3"
"971994","0","1"
"971995","0","1"
"971998","0","1"
"971998","1","3"
"972000","0","1"
"972002","0","1"
"972002","1","2"
"972005","0","1"
"972025","0","2"
"972028","0","2"
"972028","1","3"
"972032","0","1"
"972039","0","1"
"972042","0","1"
"972043","0","1"
"972044","0","1"
"972048","0","1"
"972051","0","1"
"972052","0","1"
"972052","1","2"
"972056","0","1"
"972058","0","1"
"972060","0","4"
"972065","0","1"
"972067","0","1"
"972069","0","1"
"972259","0","1"
"972259","1","4"
"972276","0","1"
"972278","0","1"
"972285","0","2"
"972285","1","3"
"972286","0","1"
"972287","0","1"
"972288","0","1"
"972290","0","1"
"972291","0","1"
"972381","0","1"
"972765","0","2"
"973428","0","1425140600412"
"973430","0","1425140600411"
"973432","0","1425140600411"
"973433","0","1425140600414"
"973433","1","1425140600416"
"973434","0","1425140600412"
"973437","0","1425140600413"
"973438","0","1425140600415"
"973440","0","1425140600413"
"973441","0","1425140600413"
"973444","0","1425140600414"
"973447","0","1425140600414"
"973450","0","1425140600414"
"973452","0","1425140600414"
"973452","1","1425140600415"
"973453","0","1425140600415"
"973454","0","1425140600415"
"973742","0","2"
"973742","1","6"
"973742","2","8"
"973742","3","9"
"973744","0","1"
"973746","0","1"
"973746","1","2"
"973749","0","2"
"973749","1","3"
"973753","0","4"
"973756","0","1"
"973758","0","1"
"973760","0","1"
"973760","1","3"
"973797","0","1425140600409"
"976619","0","1"
"976620","0","2"
"976620","1","3"
"976620","2","4"
"976620","3","5"
"976624","0","1"
"976624","1","3"
"976630","0","1"
"976630","1","2"
"976630","2","3"
"976638","0","1"
"976638","1","3"
"976638","2","4"
"976645","0","1"
"976645","1","2"
"976645","2","3"
"977658","0","1"
"977660","0","2"
"977660","1","3"
"977661","0","2"
"977663","0","5"
"978438","0","2"
"978439","0","1"
"978440","0","1"
"978442","0","4"
"978443","0","1"
"978443","1","2"
"978444","0","1"
"978445","0","1"
"978445","1","2"
"978447","0","1"
"978447","1","2"
"978447","2","3"
"978448","0","1"
"978448","1","2"
"978457","0","3"
"978514","0","1"
"978514","1","2"
"978664","0","1"
"978664","1","6"
"978684","0","1"
"978684","1","7"
"979024","0","1"
"979024","1","2"
"979037","0","1"
"979037","1","2"
"979037","2","9"
"979037","3","10"
"979039","0","1"
"979039","1","2"
"979039","2","7"
"979039","3","8"
"979039","4","9"
"980770","0","1"
"980770","1","3"
"980771","0","1"
"980772","0","1"
"980773","0","1"
"980773","1","4"
"980773","2","5"
"980775","0","1"
"980777","0","3"
"980785","0","2"
"980785","1","5"
"980785","2","6"
"980786","0","1"
"980786","1","2"
"980788","0","1"
"980788","1","2"
"980789","0","1"
"980789","1","2"
"980789","2","4"
"980789","3","5"
"980827","0","1"
"980833","0","2"
"980840","0","1"
"980840","1","4"
"980878","0","3"
"538897","0","1"
"982109","0","1"
"982109","1","4"
"982115","0","1"
"982120","0","1"
"982120","1","6"
"982120","2","7"
"982267","0","3"
"982267","1","4"
"982268","0","1"
"982268","1","3"
"982337","0","2"
"982338","0","2"
"982338","1","3"
"982338","2","4"
"982340","0","1"
"982343","0","1"
"982344","0","1"
"982345","0","2"
"982363","0","1"
"982363","1","2"
"982363","2","3"
"982367","0","2"
"982367","1","4"
"982368","0","1"
"982651","0","1"
"982659","0","1"
"982659","1","3"
"982661","0","3"
"982661","1","4"
"982662","0","2"
"984498","0","1"
"984498","1","2"
"984500","0","1"
"984500","1","3"
"984501","0","2"
"984501","1","3"
"984502","0","1"
"984504","0","1"
"984507","0","1"
"984507","1","2"
"984507","2","4"
"984511","0","2"
"984515","0","1"
"984515","1","6"
"984519","0","1"
"984530","0","1"
"984530","1","2"
"984533","0","1"
"984533","1","2"
"984535","0","2"
"984540","0","3"
"984542","0","2"
"984544","0","3"
"984544","1","4"
"984782","0","1425140600417"
"984784","0","1425140600417"
"984786","0","1425140600417"
"984803","0","1425140600420"
"984809","0","1425140600420"
"984811","0","1425140600422"
"984811","1","1425140600423"
"984813","0","1425140600420"
"984813","1","1425140600421"
"984814","0","1425140600420"
"984816","0","1425140600420"
"984817","0","1425140600421"
"984817","1","1425140600422"
"984819","0","1425140600421"
"984820","0","1425140600421"
"984919","0","1"
"984920","0","1"
"984920","1","6"
"984921","0","1"
"984921","1","3"
"984927","0","1"
"984927","1","3"
"984927","2","4"
"984927","3","5"
"984927","4","6"
"984927","5","7"
"985461","0","1"
"985461","1","3"
"985461","2","4"
"985462","0","1"
"985462","1","3"
"985462","2","4"
"985463","0","1"
"985463","1","3"
"986046","0","1"
"986046","1","2"
"986046","2","3"
"986601","0","1"
"986767","0","2"
"986772","0","1"
"987359","0","3"
"987362","0","2"
"987363","0","1"
"987364","0","2"
"987365","0","1"
"987365","1","3"
"987366","0","1"
"987368","0","3"
"987369","0","1"
"987371","0","3"
"987373","0","1"
"987375","0","1"
"987377","0","1"
"988798","0","1"
"988808","0","1"
"988808","1","2"
"988808","2","3"
"988808","3","4"
"988808","4","5"
"988808","5","6"
"988810","0","1"
"988810","1","5"
"988810","2","6"
"988810","3","7"
"988890","0","1"
"988890","1","4"
"988890","2","5"
"990095","0","1"
"990095","1","2"
"990100","0","1"
"990101","0","1"
"990102","0","1"
"990106","0","1"
"990119","0","3"
"990119","1","4"
"990120","0","3"
"990120","1","4"
"990120","2","5"
"990120","3","6"
"990123","0","1"
"990123","1","2"
"990123","2","3"
"990123","3","4"
"990123","4","5"
"990124","0","3"
"990124","1","4"
"990125","0","1"
"990125","1","2"
"990126","0","1"
"990126","1","2"
"990127","0","1"
"990127","1","2"
"990128","0","1"
"990128","1","2"
"990128","2","3"
"990130","0","1"
"990130","1","2"
"990130","2","3"
"990130","3","4"
"990177","0","1"
"990179","0","1"
"990180","0","1"
"990188","0","1"
"990189","0","1"
"990190","0","1"
"990194","0","1"
"990198","0","1"
"990199","0","2"
"990203","0","1"
"990204","0","1"
"990206","0","1"
"990206","1","2"
"990209","0","1"
"990210","0","1"
"990212","0","1"
"990213","0","1"
"990213","1","3"
"990215","0","1"
"990216","0","1"
"990217","0","1"
"990220","0","1"
"990221","0","1"
"990222","0","1"
"990223","0","1"
"990226","0","1"
"990227","0","3"
"990228","0","1"
"990228","1","2"
"990231","0","3"
"990232","0","1"
"990237","0","2"
"990238","0","1"
"990240","0","1"
"990243","0","1"
"990244","0","1"
"990544","0","3"
"990546","0","1"
"990547","0","1"
"990548","0","1"
"990548","1","5"
"990548","2","6"
"990549","0","1"
"990553","0","3"
"990557","0","1"
"990558","0","1"
"999213","0","2"
"999215","0","3"
"999216","0","3"
"999216","1","4"
"999217","0","1"
"999217","1","5"
"999217","2","8"
"999217","3","9"
"999219","0","2"
"999219","1","3"
"1007694","0","1"
"1007694","1","2"
"1007694","2","3"
"1007694","3","4"
"1007731","0","1"
"1008096","0","2"
"1008098","0","1"
"1008098","1","3"
"1008101","0","2"
"1008101","1","3"
"1008101","2","4"
"1008101","3","5"
"1008104","0","1"
"1008108","0","4"
"1008108","1","5"
"1008110","0","1"
"1008110","1","2"
"1008110","2","7"
"1008110","3","8"
"1008110","4","9"
"1008114","0","5"
"1008115","0","1"
"1008115","1","8"
"1008115","2","9"
"1008116","0","4"
"1008117","0","1"
"1008122","0","1"
"1008122","1","4"
"1008124","0","1"
"1008124","1","3"
"1008124","2","4"
"1008124","3","5"
"1008125","0","1"
"1008125","1","3"
"1008125","2","4"
"1008125","3","5"
"1008127","0","1"
"1008127","1","4"
"1008127","2","5"
"1008127","3","6"
"1008127","4","7"
"1008128","0","3"
"1008129","0","1"
"1008129","1","3"
"1008129","2","4"
"1008129","3","5"
"1008130","0","1"
"1008130","1","2"
"1008131","0","3"
"1008131","1","4"
"1010949","0","1"
"1010949","1","3"
"1010949","2","4"
"1010949","3","5"
"1010951","0","2"
"1010952","0","1"
"1010952","1","3"
"1010952","2","4"
"1010955","0","1"
"1010957","0","1"
"1010957","1","2"
"1010958","0","1"
"1010963","0","1"
"1010963","1","2"
"1010965","0","1"
"1010965","1","3"
"1010974","0","1"
"1010974","1","2"
"1010977","0","1"
"1010977","1","2"
"1010979","0","1"
"1010981","0","1"
"1010988","0","1"
"1010991","0","1"
"1010991","1","2"
"1010993","0","1"
"1011002","0","1"
"1011004","0","1"
"1011004","1","2"
"1011004","2","6"
"1011006","0","1"
"1011007","0","3"
"1011008","0","1"
"1011008","1","3"
"1011016","0","1"
"1011018","0","1"
"1011019","0","1"
"1011023","0","1"
"1011024","0","1"
"1011049","0","1"
"1011049","1","3"
"1011068","0","1"
"1011068","1","4"
"1011068","2","5"
"1011068","3","6"
"1011068","4","7"
"1011076","0","1"
"1011076","1","5"
"1011076","2","6"
"1011076","3","7"
"1011076","4","8"
"1011084","0","1"
"1011084","1","4"
"1011084","2","5"
"1011085","0","1"
"1011085","1","4"
"1011085","2","5"
"1011085","3","6"
"1012970","0","1"
"1012970","1","3"
"1012974","0","1"
"1012974","1","4"
"1014175","0","4"
"1014175","1","6"
"1014175","2","7"
"1014184","0","1"
"1014184","1","3"
"1014184","2","4"
"1014184","3","5"
"1015194","0","1"
"1015194","1","2"
"1015194","2","3"
"1015194","3","4"
"1015203","0","1"
"1015203","1","2"
"1015203","2","3"
"1015203","3","4"
"1015203","4","5"
"1015206","0","1"
"1015206","1","2"
"1015206","2","3"
"1015206","3","4"
"1015206","4","5"
"1015209","0","1"
"1015209","1","2"
"1015209","2","3"
"1015211","0","1"
"1015211","1","2"
"1015214","0","1"
"1015214","1","2"
"1015214","2","3"
"1015221","0","1"
"1015226","0","1"
"1015227","0","1"
"1015228","0","2"
"1015228","1","5"
"1015228","2","6"
"1015229","0","1"
"1015229","1","2"
"1015229","2","3"
"1015229","3","4"
"1015229","4","5"
"1015231","0","1"
"1015231","1","2"
"1015234","0","1"
"1015234","1","3"
"1015234","2","4"
"1015234","3","5"
"1015234","4","6"
"1015236","0","1"
"1015238","0","1"
"1015239","0","1"
"1015242","0","2"
"1015243","0","1"
"1015243","1","2"
"1015838","0","1"
"1015841","0","1"
"1015841","1","2"
"1015841","2","3"
"1015841","3","4"
"1015841","4","5"
"1015843","0","1"
"1015843","1","2"
"1015843","2","3"
"1015843","3","4"
"1015844","0","1"
"1015844","1","2"
"1015844","2","3"
"1015848","0","1"
"1015848","1","2"
"1015848","2","3"
"1015851","0","1"
"1015851","1","2"
"1015851","2","3"
"1015863","0","1"
"1015864","0","1"
"1015865","0","1"
"1015866","0","2"
"1015868","0","1"
"1015869","0","1"
"1015869","1","2"
"1015870","0","2"
"1015872","0","1"
"1015873","0","1"
"1015874","0","1"
"1015874","1","3"
"1015876","0","1"
"1015885","0","1"
"1015885","1","6"
"1015885","2","7"
"1015887","0","1"
"1015887","1","3"
"1015887","2","5"
"1015889","0","1"
"1015892","0","1"
"1015892","1","4"
"1015896","0","1"
"1015902","0","2"
"1015902","1","4"
"1015902","2","5"
"1015929","0","2"
"1015931","0","1"
"1015931","1","2"
"1015933","0","5"
"1015933","1","6"
"1015934","0","1"
"1015935","0","3"
"1015935","1","4"
"1015935","2","6"
"1016016","0","2"
"1016017","0","1"
"1016030","0","1"
"1016037","0","1"
"1016038","0","1"
"1016044","0","3"
"1016044","1","4"
"1016055","0","1"
"1016057","0","1"
"1016062","0","2"
"1016064","0","1"
"1016066","0","1"
"1016079","0","3"
"1016080","0","1"
"1016082","0","1"
"1016083","0","1"
"1016083","1","2"
"1016083","2","3"
"1016090","0","1"
"1016091","0","1"
"1016093","0","1"
"1016093","1","2"
"1016648","0","1"
"1016648","1","7"
"1016648","2","8"
"1016679","0","5"
"1016682","0","1"
"1016815","0","1"
"1016815","1","2"
"1016815","2","3"
"1016815","3","4"
"1016829","0","1"
"1016829","1","5"
"1016919","0","1"
"1016919","1","2"
"1016919","2","3"
"1017533","0","2"
"1017534","0","1"
"1017534","1","2"
"1017535","0","1"
"1017535","1","5"
"1017535","2","6"
"1017536","0","1"
"1017536","1","5"
"1017545","0","1"
"1017545","1","5"
"1017545","2","6"
"1017550","0","1"
"1017550","1","5"
"1017550","2","6"
"1017550","3","7"
"1017552","0","1"
"1017552","1","5"
"1017552","2","6"
"1017564","0","1"
"1017567","0","1"
"1017569","0","1"
"1017569","1","5"
"1017569","2","6"
"1017569","3","7"
"1017571","0","1"
"1017571","1","5"
"1017571","2","6"
"1017571","3","7"
"1017572","0","1"
"1017572","1","5"
"1017572","2","6"
"1017572","3","7"
"1017581","0","1"
"1017581","1","6"
"1017581","2","7"
"1017584","0","9"
"1017586","0","1"
"1017587","0","1"
"1017587","1","6"
"1017587","2","7"
"1017720","0","1"
"1017721","0","1"
"1017722","0","1"
"1017724","0","1"
"1017725","0","1"
"1017726","0","1"
"1017726","1","2"
"1017726","2","3"
"1017726","3","4"
"1017727","0","1"
"1017727","1","2"
"1017727","2","3"
"1019838","0","3"
"1019838","1","4"
"1019841","0","2"
"1020942","0","2"
"1020944","0","1"
"1020944","1","2"
"1020945","0","2"
"1020946","0","2"
"1020946","1","3"
"1020947","0","1"
"1020948","0","2"
"1020949","0","2"
"1020954","0","2"
"1020954","1","4"
"1020954","2","5"
"1020954","3","7"
"1020954","4","8"
"1020955","0","1"
"1020955","1","2"
"1020961","0","1"
"1020961","1","2"
"1020961","2","4"
"1020963","0","1"
"1020963","1","2"
"1020963","2","3"
"1020964","0","1"
"1020964","1","2"
"1020965","0","3"
"1020967","0","1"
"1020967","1","3"
"1020967","2","4"
"1020967","3","5"
"1020969","0","1"
"1020969","1","2"
"1020970","0","1"
"1020971","0","4"
"1020972","0","2"
"1020973","0","1"
"1020974","0","1"
"1020974","1","2"
"1020976","0","1"
"1020978","0","1"
"1020979","0","1"
"1020980","0","2"
"1020981","0","1"
"1020985","0","1"
"1020986","0","1"
"1020986","1","3"
"1020986","2","4"
"1021825","0","1"
"1021825","1","2"
"1021825","2","3"
"1021826","0","1"
"1021827","0","1"
"1021828","0","1"
"1021828","1","2"
"1021828","2","3"
"1021828","3","4"
"1021830","0","1"
"1021830","1","2"
"1021830","2","3"
"1021846","0","1"
"1021846","1","2"
"1021846","2","3"
"1023804","0","1"
"1023805","0","1"
"1023805","1","3"
"1023806","0","2"
"1023809","0","1"
"1023809","1","2"
"1023809","2","3"
"1023809","3","4"
"1023809","4","5"
"1023810","0","1"
"1025515","0","1"
"1025515","1","5"
"1025515","2","3"
"1025517","0","1"
"1025518","0","1"
"1025518","1","2"
"1025518","2","7"
"1025518","3","8"
"1025522","0","2"
"1025526","0","4"
"1030790","0","1"
"1030793","0","1"
"1030793","1","2"
"1030793","2","3"
"1030806","0","1"
"1030811","0","1"
"1030813","0","1"
"1030813","1","2"
"1030815","0","1"
"1030815","1","3"
"1030818","0","1"
"1030822","0","1"
"1030822","1","3"
"1030829","0","1"
"1030831","0","3"
"1030834","0","1"
"1030841","0","1"
"1030841","1","2"
"1030843","0","4"
"1030843","1","2"
"1030857","0","3"
"1030861","0","1"
"1030864","0","1"
"1030864","1","2"
"1030866","0","3"
"1030866","1","5"
"1030866","2","8"
"1030872","0","2"
"1030872","1","3"
"1030872","2","4"
"1030877","0","2"
"1030881","0","1"
"1030882","0","1"
"1030890","0","3"
"1030893","0","1"
"1030896","0","2"
"1030896","1","3"
"1030903","0","5"
"1030912","0","1"
"1030912","1","2"
"1030915","0","1"
"1030919","0","2"
"1030923","0","1"
"1030923","1","2"
"1030923","2","4"
"1030927","0","1"
"1030994","0","3"
"1030994","1","4"
"1030996","0","1"
"1030996","1","2"
"1031001","0","2"
"1032667","0","2"
"1032667","1","3"
"1032671","0","1"
"1032671","1","2"
"1032671","2","3"
"1032673","0","2"
"1032673","1","3"
"1032674","0","1"
"1032675","0","2"
"1032675","1","3"
"1032677","0","1"
"1032685","0","3"
"1032689","0","1"
"1032689","1","2"
"1032689","2","3"
"1036191","0","1"
"1036191","1","2"
"1036199","0","1"
"1036199","1","4"
"1036202","0","1"
"1036205","0","1"
"1036212","0","1"
"1036218","0","1"
"1036218","1","2"
"1036229","0","2"
"1036257","0","1"
"1036446","0","2"
"1036455","0","3"
"1036459","0","1"
"1036465","0","2"
"1036465","1","3"
"1036465","2","4"
"1036468","0","2"
"1036468","1","3"
"1036472","0","1"
"1036475","0","1"
"1036478","0","2"
"1036478","1","3"
"1037378","0","1"
"1037394","0","1"
"1037984","0","1"
"1037998","0","1"
"1038021","0","1"
"1038038","0","1"
"1038038","1","2"
"1038038","2","3"
"1042836","0","1"
"1042836","1","5"
"1042844","0","1"
"1042844","1","2"
"1042844","2","3"
"1042845","0","1"
"1042845","1","2"
"1042845","2","3"
"1042846","0","3"
"1042848","0","2"
"1042848","1","3"
"1042848","2","4"
"1042850","0","7"
"1042853","0","1"
"1042853","1","2"
"1042853","2","3"
"1042855","0","3"
"1042861","0","1"
"1042862","0","1"
"1042862","1","2"
"1042862","2","3"
"1042862","3","4"
"1042862","4","5"
"1042863","0","1"
"1042864","0","4"
"1042865","0","1"
"1042865","1","2"
"1042866","0","4"
"1042867","0","1"
"1042867","1","2"
"1042867","2","3"
"1042867","3","4"
"1043146","0","1"
"1043146","1","2"
"1043146","2","3"
"1043146","3","4"
"1043146","4","5"
"1043149","0","5"
"1043152","0","2"
"1043160","0","5"
"1043160","1","6"
"1043160","2","7"
"1043164","0","1"
"1043164","1","2"
"1043164","2","3"
"1043164","3","4"
"1043164","4","5"
"1043166","0","1"
"1044674","0","1"
"1044677","0","3"
"1044678","0","2"
"1044681","0","6"
"1044681","1","9"
"1044710","0","2"
"1044711","0","1"
"1044715","0","6"
"1044715","1","9"
"1050593","0","1"
"1051080","0","7"
"1051083","0","3"
"1051089","0","1"
"1051089","1","3"
"1051089","2","2"
"1051093","0","1"
"1051093","1","2"
"1051093","2","3"
"1051094","0","1"
"1051097","0","1"
"1051098","0","1"
"1051100","0","1"
"1051100","1","2"
"1051100","2","3"
"1051101","0","3"
"1051106","0","4"
"1051109","0","2"
"1051111","0","4"
"1051112","0","1"
"1051112","1","2"
"1051115","0","4"
"1051116","0","16"
"1051116","1","20"
"1051116","2","23"
"1051117","0","2"
"1051119","0","1"
"1051120","0","87"
"1051128","0","1"
"1051129","0","1"
"1051136","0","4"
"1051747","0","1"
"1051747","1","2"
"1051748","0","1"
"1051748","1","8"
"1051749","0","1"
"1051751","0","3"
"1051751","1","4"
"1051752","0","32"
"1051754","0","1"
"1051758","0","1"
"1051759","0","1"
"1051760","0","1"
"1051761","0","1"
"1051761","1","6"
"1051761","2","8"
"1051764","0","1"
"1051765","0","1"
"1051765","1","3"
"1051770","0","6"
"1051775","0","1"
"1051788","0","1"
"1051788","1","6"
"1051790","0","1"
"1051791","0","2"
"1051792","0","5"
"1051793","0","6"
"1051793","1","8"
"1051794","0","1"
"1051794","1","5"
"1051795","0","8"
"1053253","0","1"
"1053256","0","1"
"1053256","1","2"
"1053262","0","1"
"1053265","0","1"
"1053270","0","1"
"1053358","0","1"
"1053362","0","2"
"1053373","0","1"
"1053398","0","1"
"1053399","0","1"
"1053401","0","1"
"1053411","0","1"
"1053412","0","1"
"1053413","0","1"
"1053413","1","7"
"1053414","0","1"
"1053432","0","1"
"1053434","0","4"
"1053444","0","1"
"1053444","1","3"
"1053447","0","1"
"1053447","1","2"
"1053448","0","1"
"1053449","0","1"
"1053450","0","1"
"982264","0","1"
"1057077","0","1"
"1057077","1","6"
"1057077","2","7"
"1057080","0","5"
"1057081","0","1"
"1057082","0","1"
"1057083","0","1"
"1057083","1","7"
"1057084","0","1"
"1057087","0","1"
"1057088","0","1"
"1057092","0","1"
"1057092","1","4"
"1057092","2","5"
"1057092","3","6"
"1057092","4","7"
"1057095","0","1"
"1057097","0","1"
"1057098","0","1"
"1057100","0","1"
"1057101","0","1"
"1057102","0","1"
"1057102","1","5"
"1057103","0","1"
"1057103","1","2"
"1057103","2","3"
"1057103","3","4"
"1057104","0","1"
"1057105","0","3"
"1057108","0","1"
"1057111","0","4"
"1057111","1","5"
"1057111","2","8"
"1057111","3","9"
"1057113","0","1"
"1057114","0","1"
"1057115","0","1"
"1057116","0","2"
"1057118","0","4"
"1057119","0","1"
"1057120","0","1"
"1057120","1","3"
"1057120","2","4"
"1057126","0","1"
"1057127","0","4"
"1057127","1","5"
"1057128","0","6"
"1057133","0","1"
"1057497","0","1"
"1057523","0","1"
"1057523","1","7"
"1057526","0","1"
"1057526","1","4"
"1057538","0","1"
"1057541","0","1"
"1057541","1","5"
"1057543","0","1"
"1057545","0","1"
"1057545","1","2"
"1057546","0","1"
"1057546","1","2"
"1057548","0","4"
"1057548","1","5"
"1057549","0","1"
"1057550","0","6"
"1057550","1","7"
"1057554","0","1"
"1057555","0","1"
"1057559","0","1"
"1057563","0","1"
"1057568","0","1"
"1057570","0","7"
"1057582","0","1"
"1057588","0","1"
"1059993","0","1"
"1060043","0","1"
"1060047","0","1"
"1060047","1","2"
"1060062","0","4"
"1060613","0","3"
"1060626","0","1"
"1060626","1","2"
"1060628","0","3"
"1060630","0","1"
"1060634","0","1"
"1060634","1","2"
"1060639","0","1"
"1060639","1","2"
"1060639","2","4"
"1060639","3","6"
"1060645","0","3"
"1060646","0","1"
"1060647","0","3"
"1060647","1","4"
"1060647","2","6"
"1060647","3","7"
"1060653","0","2"
"1060656","0","1"
"1060666","0","1"
"1060667","0","1"
"1060670","0","2"
"1060672","0","1"
"1060672","1","2"
"1060673","0","2"
"1060673","1","3"
"1060675","0","1"
"1060676","0","1"
"1060677","0","2"
"1060679","0","1"
"1060679","1","2"
"1060681","0","1"
"1060681","1","2"
"1060682","0","1"
"1060684","0","1"
"1060687","0","1"
"1060689","0","2"
"1060693","0","2"
"1060695","0","1"
"1060695","1","2"
"1060696","0","1"
"1060698","0","1"
"1060699","0","2"
"1060701","0","1"
"1060701","1","2"
"1060702","0","1"
"1060703","0","1"
"1060704","0","3"
"1060705","0","1"
"1060705","1","2"
"1060707","0","2"
"1060708","0","1"
"1060709","0","1"
"1060713","0","1"
"1060714","0","2"
"1060721","0","1"
"1060722","0","1"
"1060724","0","1"
"1060731","0","1"
"1060732","0","2"
"1060736","0","2"
"1060743","0","3"
"1060745","0","3"
"1060745","1","5"
"1060746","0","1"
"1060746","1","2"
"1060747","0","1"
"1060748","0","1"
"1060750","0","1"
"1060750","1","3"
"1060752","0","1"
"1060752","1","2"
"1060752","2","4"
"1060752","3","5"
"1060755","0","1"
"1060756","0","1"
"1060756","1","2"
"1060767","0","2"
"1060769","0","1"
"1060770","0","1"
"1060781","0","1"
"1060781","1","3"
"1060781","2","4"
"1060781","3","5"
"1060783","0","1"
"1060785","0","1"
"1060787","0","1"
"1060789","0","2"
"1060797","0","1"
"1060800","0","1"
"1060802","0","3"
"1060806","0","1"
"1060809","0","1"
"1060810","0","1"
"1060810","1","2"
"1060811","0","1"
"1060811","1","6"
"1060814","0","1"
"1060814","1","2"
"1060815","0","1"
"1060817","0","3"
"1060818","0","2"
"1060819","0","1"
"1060820","0","2"
"1060820","1","3"
"1060821","0","1"
"1060822","0","1"
"1060823","0","1"
"1060824","0","1"
"1060825","0","1"
"1060826","0","1"
"1060828","0","1"
"1060829","0","1"
"1060830","0","1"
"1060831","0","1"
"1060833","0","1"
"1061059","0","3"
"1061061","0","1"
"1061063","0","2"
"1061063","1","1"
"1061064","0","1"
"1061064","1","3"
"1061064","2","4"
"1061069","0","2"
"1061070","0","2"
"1061070","1","3"
"1061072","0","1"
"1061072","1","2"
"1061074","0","4"
"1061077","0","1"
"1061078","0","1"
"1061085","0","1"
"1061086","0","1"
"1061087","0","1"
"1061090","0","1"
"1062647","0","1"
"1062647","1","3"
"1062647","2","4"
"1062647","3","5"
"1062655","0","1"
"1062655","1","4"
"1062655","2","5"
"1062663","0","5"
"1068057","0","1"
"1068062","0","1"
"1068812","0","1"
"1068812","1","7"
"1068812","2","8"
"1068812","3","9"
"1068829","0","1"
"1068829","1","3"
"1068829","2","4"
"1068829","3","5"
"1069480","0","1"
"1069480","1","2"
"1069488","0","2"
"1069490","0","2"
"1069492","0","3"
"1069494","0","1"
"1069494","1","2"
"1069496","0","1"
"1069500","0","4"
"1069501","0","2"
"1069502","0","2"
"1069503","0","1"
"1069504","0","1"
"1069505","0","1"
"1069506","0","1"
"1069507","0","1"
"1069508","0","2"
"1069509","0","1"
"1069510","0","1"
"1069511","0","1"
"1069512","0","2"
"1069513","0","1"
"1069514","0","1"
"1069516","0","3"
"1069518","0","2"
"1069518","1","4"
"1069655","0","1"
"1069656","0","1"
"1069661","0","1"
"1069661","1","3"
"1069675","0","4"
"1069677","0","3"
"1069680","0","3"
"1069684","0","1"
"1069689","0","1"
"1069693","0","1"
"1069497","0","5"
"1070442","0","1"
"1070442","1","3"
"1070442","2","4"
"1070442","3","5"
"1070442","4","6"
"1070444","0","1"
"1070445","0","1"
"1070445","1","2"
"1070447","0","1"
"1070447","1","3"
"1070447","2","4"
"1070448","0","1"
"1070449","0","1"
"1070449","1","3"
"1070452","0","1"
"1070452","1","3"
"1070452","2","4"
"1070456","0","1"
"1070456","1","4"
"1070456","2","5"
"1070456","3","6"
"1070459","0","1"
"1070459","1","2"
"1071948","0","1422268922768"
"1072140","0","1422268922768"
"1072142","0","1422268922770"
"1072143","0","1422268922767"
"1072145","0","1422268922782"
"1072146","0","1422268922782"
"1072147","0","1422268922782"
"1072149","0","1422268922782"
"1072149","1","1422268922783"
"1072151","0","1422268922765"
"1072154","0","1422268922766"
"1072160","0","1"
"1072160","1","2"
"1072167","0","1422268922785"
"1072167","1","1422268922786"
"1072169","0","1422268922784"
"1072156","0","1422268922766"
"1072157","0","1422268922765"
"1072253","0","1"
"1072253","1","4"
"1072348","0","1"
"1072348","1","4"
"1072352","0","1"
"1072353","0","1"
"1072353","1","4"
"1072353","2","5"
"1072357","0","1"
"1072358","0","4"
"1072358","1","5"
"1072359","0","1"
"1072361","0","1"
"1072362","0","1"
"1072363","0","1"
"1072364","0","1"
"1072367","0","1"
"1072367","1","2"
"1072367","2","3"
"1072367","3","4"
"1072367","4","5"
